Nombre,direccion_completa,Departamento,Localidad,Longitud,Latitud,Ambito
SAUCE Nº 2,"FRANCISCO PASCUAL DE ARTIGAS ESQ. SANTA ISABEL, ",CANELONES,SAUCE,-56.06264781,-34.64410222,Urbano
SAUCE Nº 2,"FRANCISCO PASCUAL DE ARTIGAS ESQ. SANTA ISABEL, ",CANELONES,SAUCE,-56.06264781,-34.64410222,Urbano
SAUCE Nº 2,"FRANCISCO PASCUAL DE ARTIGAS ESQ. SANTA ISABEL, ",CANELONES,SAUCE,-56.06264781,-34.64410222,Urbano
SAUCE Nº 2,"FRANCISCO PASCUAL DE ARTIGAS ESQ. SANTA ISABEL, ",CANELONES,SAUCE,-56.06264781,-34.64410222,Urbano
SAUCE Nº 2,"FRANCISCO PASCUAL DE ARTIGAS ESQ. SANTA ISABEL, ",CANELONES,SAUCE,-56.06264781,-34.64410222,Urbano
SAUCE Nº 2,"FRANCISCO PASCUAL DE ARTIGAS ESQ. SANTA ISABEL, ",CANELONES,SAUCE,-56.06264781,-34.64410222,Urbano
SAUCE Nº 2,"FRANCISCO PASCUAL DE ARTIGAS ESQ. SANTA ISABEL, ",CANELONES,SAUCE,-56.06264781,-34.64410222,Urbano
SAUCE Nº 2,"FRANCISCO PASCUAL DE ARTIGAS ESQ. SANTA ISABEL, ",CANELONES,SAUCE,-56.06264781,-34.64410222,Urbano
SAUCE Nº 2,"FRANCISCO PASCUAL DE ARTIGAS ESQ. SANTA ISABEL, ",CANELONES,SAUCE,-56.06264781,-34.64410222,Urbano
SAUCE Nº 2,"FRANCISCO PASCUAL DE ARTIGAS ESQ. SANTA ISABEL, ",CANELONES,SAUCE,-56.06264781,-34.64410222,Urbano
SAUCE Nº 2,"FRANCISCO PASCUAL DE ARTIGAS ESQ. SANTA ISABEL, ",CANELONES,SAUCE,-56.06264781,-34.64410222,Urbano
SAUCE Nº 2,"FRANCISCO PASCUAL DE ARTIGAS ESQ. SANTA ISABEL, ",CANELONES,SAUCE,-56.06264781,-34.64410222,Urbano
SAUCE Nº 2,"FRANCISCO PASCUAL DE ARTIGAS ESQ. SANTA ISABEL, ",CANELONES,SAUCE,-56.06264781,-34.64410222,Urbano
SAUCE Nº 2,"FRANCISCO PASCUAL DE ARTIGAS ESQ. SANTA ISABEL, ",CANELONES,SAUCE,-56.06264781,-34.64410222,Urbano
SAUCE Nº 2,"FRANCISCO PASCUAL DE ARTIGAS ESQ. SANTA ISABEL, ",CANELONES,SAUCE,-56.06264781,-34.64410222,Urbano
SAUCE Nº 2,"FRANCISCO PASCUAL DE ARTIGAS ESQ. SANTA ISABEL, ",CANELONES,SAUCE,-56.06264781,-34.64410222,Urbano
SAUCE Nº 2,"FRANCISCO PASCUAL DE ARTIGAS ESQ. SANTA ISABEL, ",CANELONES,SAUCE,-56.06264781,-34.64410222,Urbano
SAUCE Nº 2,"FRANCISCO PASCUAL DE ARTIGAS ESQ. SANTA ISABEL, ",CANELONES,SAUCE,-56.06264781,-34.64410222,Urbano
CASARINO,"CNO. AL PASO DEL ANDALUZ KM 3,200, ",CANELONES,TOLEDO,-56.07269209,-34.75317318,Urbano
CASARINO,"CNO. AL PASO DEL ANDALUZ KM 3,200, ",CANELONES,TOLEDO,-56.07269209,-34.75317318,Urbano
CASARINO,"CNO. AL PASO DEL ANDALUZ KM 3,200, ",CANELONES,TOLEDO,-56.07269209,-34.75317318,Urbano
CASARINO,"CNO. AL PASO DEL ANDALUZ KM 3,200, ",CANELONES,TOLEDO,-56.07269209,-34.75317318,Urbano
CASARINO,"CNO. AL PASO DEL ANDALUZ KM 3,200, ",CANELONES,TOLEDO,-56.07269209,-34.75317318,Urbano
CASARINO,"CNO. AL PASO DEL ANDALUZ KM 3,200, ",CANELONES,TOLEDO,-56.07269209,-34.75317318,Urbano
